Date,Close,High,Low,Open,Volume
13-06-2017,2717.02,2789.04,2650.3799,2680.9099,1781200000
14-06-2017,2506.3701,2786.8301,2412.9399,2716.8799,1696560000
15-06-2017,2464.5801,2534.71,2212.96,2499.5801,2026259968
16-06-2017,2518.5601,2539.9199,2385.1499,2469.5701,1195190016
17-06-2017,2655.8799,2685.1899,2484.96,2514.01,1534509952
18-06-2017,2548.29,2662.1001,2516.3301,2655.3501,1178659968
19-06-2017,2589.6001,2662.8501,2549.03,2549.03,1446840064
20-06-2017,2721.79,2763.45,2589.8201,2591.26,1854189952
21-06-2017,2689.1001,2772.01,2660.3999,2709.4299,1626579968
22-06-2017,2705.4099,2723.74,2642.3601,2691.03,1097939968
23-06-2017,2744.9099,2765.1699,2706.3701,2707.3401,961318976
24-06-2017,2608.72,2757.9399,2583.1899,2738.52,982750016
25-06-2017,2589.4099,2682.26,2552.1201,2607.25,1161100032
26-06-2017,2478.45,2615.25,2376.29,2590.5701,1663280000
27-06-2017,2552.45,2552.45,2332.99,2478.45,1489789952
28-06-2017,2574.79,2603.98,2484.4199,2553.03,1183869952
29-06-2017,2539.3201,2588.8301,2510.48,2567.5601,949979008
30-06-2017,2480.8401,2559.25,2478.4299,2539.24,860273024
01-07-2017,2434.55,2515.27,2419.23,2492.6001,779913984
02-07-2017,2506.47,2514.28,2394.8401,2436.3999,803747008
03-07-2017,2564.0601,2595,2480.47,2498.5601,964112000
04-07-2017,2601.6399,2631.5901,2559.3501,2561,985516032
05-07-2017,2601.99,2622.6499,2538.55,2602.8701,941566016
06-07-2017,2608.5601,2616.72,2581.6899,2608.1001,761956992
07-07-2017,2518.6599,2916.1399,2498.8701,2608.5901,917411968
08-07-2017,2571.3401,2571.3401,2492.3101,2520.27,733329984
09-07-2017,2518.4399,2635.49,2517.5901,2572.6101,527856000
10-07-2017,2372.5601,2537.1599,2321.1299,2525.25,1111200000
11-07-2017,2337.79,2413.47,2296.8101,2385.8899,1329760000
12-07-2017,2398.8401,2423.71,2275.1399,2332.77,1117410048
13-07-2017,2357.8999,2425.22,2340.8301,2402.7,835769984
14-07-2017,2233.3401,2363.25,2183.22,2360.5901,882502976
15-07-2017,1998.86,2231.1399,1990.41,2230.1201,993608000
16-07-2017,1929.8199,2058.77,1843.03,1991.98,1182870016
17-07-2017,2228.4099,2230.49,1932.62,1932.62,1201760000
18-07-2017,2318.8799,2387.6101,2164.77,2233.52,1512450048
19-07-2017,2273.4299,2397.1699,2260.23,2323.0801,1245100032
20-07-2017,2817.6001,2900.7,2269.8899,2269.8899,2249260032
21-07-2017,2667.76,2838.4099,2621.8501,2838.4099,1489449984
22-07-2017,2810.1201,2862.4199,2657.71,2668.6299,1177129984
23-07-2017,2730.3999,2832.1799,2653.9399,2808.1001,1072840000
24-07-2017,2754.8601,2777.26,2699.1899,2732.7,866473984
25-07-2017,2576.48,2768.0801,2480.96,2757.5,1460089984
26-07-2017,2529.45,2610.76,2450.8,2577.77,937404032
27-07-2017,2671.78,2693.3201,2529.3401,2538.71,789104000
28-07-2017,2809.01,2897.45,2679.73,2679.73,1380099968
29-07-2017,2726.45,2808.76,2692.8,2807.02,803745984
30-07-2017,2757.1799,2758.53,2644.8501,2724.3899,705942976
31-07-2017,2875.3401,2889.6201,2720.6101,2763.24,860574976
01-08-2017,2718.26,2921.3501,2685.6101,2871.3,1324669952
02-08-2017,2710.6699,2762.53,2668.5901,2727.1299,1094950016
03-08-2017,2804.73,2813.3101,2685.1399,2709.5601,804796992
04-08-2017,2895.8899,2899.3301,2743.72,2806.9299,1002120000
05-08-2017,3252.9099,3290.01,2874.8301,2897.6299,1945699968
06-08-2017,3213.9399,3293.29,3155.6001,3257.6101,1105030016
07-08-2017,3378.9399,3397.6799,3180.8899,3212.78,1482279936
08-08-2017,3419.9399,3484.8501,3345.8301,3370.22,1752760064
09-08-2017,3342.47,3422.76,3247.6699,3420.3999,1468960000
10-08-2017,3381.28,3453.45,3319.47,3341.8401,1515110016
11-08-2017,3650.6201,3679.72,3372.1201,3373.8201,2021190016
12-08-2017,3884.71,3949.9199,3613.7,3650.6299,2219589888
13-08-2017,4073.26,4208.3901,3857.8,3880.04,3159089920
14-08-2017,4325.1299,4325.1299,3989.1599,4066.1001,2463089920
15-08-2017,4181.9302,4455.9702,3906.1799,4326.9902,3258050048
16-08-2017,4376.6299,4381.23,3994.4199,4200.3398,2272039936
17-08-2017,4331.6899,4484.7002,4243.71,4384.4399,2553359872
18-08-2017,4160.6201,4370.1299,4015.3999,4324.3398,2941710080
19-08-2017,4193.7002,4243.2598,3970.55,4137.75,2975820032
20-08-2017,4087.6599,4196.29,4069.8799,4189.3101,2109769984
21-08-2017,4001.74,4109.1401,3988.6001,4090.48,2800890112
22-08-2017,4100.52,4128.7598,3674.5801,3998.3501,3764239872
23-08-2017,4151.52,4255.7798,4078.4099,4089.01,2369819904
24-08-2017,4334.6802,4376.3901,4130.2598,4137.6001,2037750016
25-08-2017,4371.6001,4455.7002,4307.3501,4332.8198,1727970048
26-08-2017,4352.3999,4379.2798,4269.52,4372.0601,1511609984
27-08-2017,4382.8799,4416.5898,4317.29,4345.1001,1537459968
28-08-2017,4382.6602,4403.9302,4224.6401,4384.4502,1959330048
29-08-2017,4579.02,4625.6802,4352.1299,4389.21,2486080000
30-08-2017,4565.2998,4626.52,4471.4102,4570.3599,1937849984
31-08-2017,4703.3901,4736.0498,4549.3999,4555.5898,1944930048
01-09-2017,4892.0098,4892.0098,4678.5298,4701.7598,2599079936
02-09-2017,4578.77,4975.04,4469.2402,4901.4199,2722139904
03-09-2017,4582.96,4714.0801,4417.5898,4585.27,1933190016
04-09-2017,4236.3101,4591.6299,4108.3999,4591.6299,2987330048
05-09-2017,4376.5298,4427.8398,3998.1101,4228.29,2697969920
06-09-2017,4597.1201,4617.25,4376.5898,4376.5898,2172100096
07-09-2017,4599.8799,4655.04,4491.3301,4589.1401,1844620032
08-09-2017,4228.75,4661,4075.1799,4605.1602,2700890112
09-09-2017,4226.0601,4308.8198,4114.1099,4229.8101,1386230016
10-09-2017,4122.9399,4245.4399,3951.04,4229.3398,1679090048
11-09-2017,4161.27,4261.6699,4099.3999,4122.4702,1557330048
12-09-2017,4130.8101,4344.6499,4085.22,4168.8799,1864530048
13-09-2017,3882.5901,4131.98,3789.9199,4131.98,2219409920
14-09-2017,3154.95,3920.6001,3153.8601,3875.3701,2716310016
15-09-2017,3637.52,3733.45,2946.6201,3166.3,4148069888
16-09-2017,3625.04,3808.8401,3487.79,3637.75,1818400000
17-09-2017,3582.8799,3664.8101,3445.6399,3606.28,1239149952
18-09-2017,4065.2,4079.23,3591.0901,3591.0901,1943209984
19-09-2017,3924.97,4094.0701,3868.8701,4073.79,1563980032
20-09-2017,3905.95,4031.3899,3857.73,3916.3601,1213830016
21-09-2017,3631.04,3916.4199,3613.6299,3901.47,1411480064
22-09-2017,3630.7,3758.27,3553.53,3628.02,1194829952
23-09-2017,3792.3999,3819.21,3594.5801,3629.9199,928113984
24-09-2017,3682.8401,3796.1499,3666.8999,3796.1499,768014976
25-09-2017,3926.0701,3950.25,3681.5801,3681.5801,1374210048
26-09-2017,3892.3501,3969.8899,3869.8999,3928.4099,1043740032
27-09-2017,4200.6699,4210.0498,3884.8201,3892.9399,1686880000
28-09-2017,4174.73,4279.3101,4109.7002,4197.1299,1712320000
29-09-2017,4163.0698,4214.6299,4039.29,4171.6201,1367049984
30-09-2017,4338.71,4358.4302,4160.8599,4166.1099,1207449984
01-10-2017,4403.7402,4403.7402,4269.8101,4341.0498,1208210048
02-10-2017,4409.3198,4470.23,4377.46,4395.8101,1431730048
03-10-2017,4317.48,4432.4702,4258.8901,4408.46,1288019968
04-10-2017,4229.3599,4352.3101,4210.4199,4319.3701,1116770048
05-10-2017,4328.4102,4362.6401,4164.0498,4229.8799,1161769984
06-10-2017,4370.8101,4413.27,4320.5298,4324.46,1069939968
07-10-2017,4426.8901,4443.8799,4321.0498,4369.3501,906928000
08-10-2017,4610.48,4624.1401,4405.6401,4429.6699,1313869952
09-10-2017,4772.02,4878.71,4564.25,4614.52,1968739968
10-10-2017,4781.9902,4922.1699,4765.1001,4776.21,1597139968
11-10-2017,4826.48,4873.73,4751.6299,4789.25,1222279936
12-10-2017,5446.9102,5446.9102,4822,4829.5801,2791610112
13-10-2017,5647.21,5840.2998,5436.8501,5464.1602,3615480064
14-10-2017,5831.79,5837.7002,5591.6401,5643.5298,1669030016
15-10-2017,5678.1899,5852.48,5478.6099,5835.96,1976039936
16-10-2017,5725.5898,5776.23,5544.21,5687.5698,2008070016
17-10-2017,5605.5098,5800.3501,5472.7202,5741.5801,1821570048
18-10-2017,5590.6899,5603.8198,5151.4399,5603.8198,2399269888
19-10-2017,5708.52,5744.3501,5531.0601,5583.7402,1780540032
20-10-2017,6011.4502,6060.1099,5627.23,5708.1099,2354429952
21-10-2017,6031.6001,6194.8799,5965.0698,5996.79,2207099904
22-10-2017,6008.4199,6076.2598,5792.3398,6036.6602,2034630016
23-10-2017,5930.3198,6075.5898,5732.4702,6006,2401840128
24-10-2017,5526.6401,5935.52,5504.1802,5935.52,2735699968
25-10-2017,5750.7998,5754.3301,5397.8799,5524.6001,1966989952
26-10-2017,5904.8301,5976.7998,5721.2202,5747.9502,1905040000
27-10-2017,5780.8999,5988.3901,5728.8198,5899.7402,1710130048
28-10-2017,5753.0898,5876.7202,5689.1899,5787.8198,1403920000
29-10-2017,6153.8501,6255.71,5724.5801,5754.4399,2859040000
30-10-2017,6130.5298,6214.9902,6040.8501,6114.8501,1772150016
31-10-2017,6468.3999,6470.4302,6103.3301,6132.02,2311379968
01-11-2017,6767.3101,6767.3101,6377.8799,6440.9702,2870320128
02-11-2017,7078.5,7367.3301,6758.7202,6777.77,4653770240
03-11-2017,7207.7598,7461.29,7002.9399,7087.5298,3369860096
04-11-2017,7379.9502,7492.8599,7031.2798,7164.48,2483800064
05-11-2017,7407.4102,7617.48,7333.1899,7404.52,2380410112
06-11-2017,7022.7598,7445.77,7007.3101,7403.2202,3111899904
07-11-2017,7144.3799,7253.3198,7023.1001,7023.1001,2326340096
08-11-2017,7459.6899,7776.4199,7114.02,7141.3799,4602200064
09-11-2017,7143.5801,7446.8301,7101.52,7446.8301,3226249984
10-11-2017,6618.1401,7312,6436.8701,7173.73,5208249856
11-11-2017,6357.6001,6873.1499,6204.2202,6618.6099,4908680192
12-11-2017,5950.0698,6625.0498,5519.0098,6295.4502,8957349888
13-11-2017,6559.4902,6811.1899,5844.29,5938.25,6263249920
14-11-2017,6635.75,6764.98,6461.75,6561.48,3197110016
15-11-2017,7315.54,7342.25,6634.7598,6634.7598,4200880128
16-11-2017,7871.6899,7967.3799,7176.5801,7323.2402,5123809792
17-11-2017,7708.9902,8004.5898,7561.0898,7853.5698,4651670016
18-11-2017,7790.1499,7884.9902,7463.4399,7697.21,3667190016
19-11-2017,8036.4902,8101.9102,7694.1001,7766.0298,3149319936
20-11-2017,8200.6396,8336.8604,7949.3599,8039.0698,3488450048
21-11-2017,8071.2598,8348.6602,7762.71,8205.7402,4277609984
22-11-2017,8253.5498,8302.2598,8075.4702,8077.9502,3633530112
23-11-2017,8038.77,8267.4004,8038.77,8232.3799,4225179904
24-11-2017,8253.6904,8374.1602,7940.9302,8074.02,5058610176
25-11-2017,8790.9199,8790.9199,8191.1499,8241.71,4342060032
26-11-2017,9330.5498,9522.9297,8775.5898,8789.04,5475579904
27-11-2017,9818.3496,9818.3496,9352.7197,9352.7197,5653320192
28-11-2017,10058.7998,10125.7002,9736.2998,9823.4297,6348819968
29-11-2017,9888.6104,11517.4004,9601.0303,10077.4004,11568799744
30-11-2017,10233.5996,10801,9202.0498,9906.79,8310689792
01-12-2017,10975.5996,11046.7002,9694.6504,10198.5996,6783119872
02-12-2017,11074.5996,11320.2002,10905.0996,10978.2998,5138500096
03-12-2017,11323.2002,11858.7002,10862,11082.7002,6608309760
04-12-2017,11657.2002,11657.2002,11081.7998,11315.4004,6132409856
05-12-2017,11916.7002,12032,11604.5996,11685.7002,6895260160
06-12-2017,14291.5,14369.0996,11923.4004,11923.4004,12656300032
07-12-2017,17899.6992,17899.6992,14057.2998,14266.0996,17950699520
08-12-2017,16569.4004,18353.4004,14336.9004,17802.9004,21135998976
09-12-2017,15178.2002,16783,13674.9004,16523.3008,13911300096
10-12-2017,15455.4004,15850.5996,13226.5996,15168.4004,13433299968
11-12-2017,16936.8008,17513.9004,15404.7998,15427.4004,12153900032
12-12-2017,17415.4004,17781.8008,16571.5996,16919.8008,14603799552
13-12-2017,16408.1992,17653.0996,16039.7002,17500,12976900096
14-12-2017,16564,17085.8008,16185.9004,16384.5996,13777399808
15-12-2017,17706.9004,18154.0996,16601.3008,16601.3008,14309999616
16-12-2017,19497.4004,19716.6992,17515.3008,17760.3008,12740599808
17-12-2017,19140.8008,20089,18974.0996,19475.8008,13314599936
18-12-2017,19114.1992,19371,18355.9004,19106.4004,14839499776
19-12-2017,17776.6992,19177.8008,17275.4004,19118.3008,16894499840
20-12-2017,16624.5996,17934.6992,16077.7002,17760.3008,22149699584
21-12-2017,15802.9004,17567.6992,15342.7002,16642.4004,16516599808
22-12-2017,13831.7998,15943.4004,11833,15898,22197999616
23-12-2017,14699.2002,15603.2002,13828.7998,13948.7002,13086000128
24-12-2017,13925.7998,14626,12747.7002,14608.2002,11572299776
25-12-2017,14026.5996,14593,13448.9004,13995.9004,10664699904
26-12-2017,16099.7998,16461.1992,14028.9004,14036.5996,13454300160
27-12-2017,15838.5,16930.9004,15114.2998,16163.5,12487600128
28-12-2017,14606.5,15888.4004,13937.2998,15864.0996,12336499712
29-12-2017,14656.2002,15279,14307,14695.7998,13025500160
30-12-2017,12952.2002,14681.9004,12350.0996,14681.9004,14452599808
31-12-2017,14156.4004,14377.4004,12755.5996,12897.7002,12136299520
01-01-2018,13657.2002,14112.2002,13154.7002,14112.2002,10291200000
02-01-2018,14982.0996,15444.5996,13163.5996,13625,16846600192
03-01-2018,15201,15572.7998,14844.5,14978.2002,16871900160
04-01-2018,15599.2002,15739.7002,14522.2002,15270.7002,21783199744
05-01-2018,17429.5,17705.1992,15202.7998,15477.2002,23840899072
06-01-2018,17527,17712.4004,16764.5996,17462.0996,18314600448
07-01-2018,16477.5996,17579.5996,16087.7002,17527.3008,15866000384
08-01-2018,15170.0996,16537.9004,14208.2002,16476.1992,18413899776
09-01-2018,14595.4004,15497.5,14424,15123.7002,16659999744
10-01-2018,14973.2998,14973.2998,13691.2002,14588.5,18500800512
11-01-2018,13405.7998,15018.7998,13105.9004,14968.2002,16534099968
12-01-2018,13980.5996,14229.9004,13158.0996,13453.9004,12065699840
13-01-2018,14360.2002,14659.5,13952.4004,13952.4004,12763599872
14-01-2018,13772,14511.7998,13268,14370.7998,11084099584
15-01-2018,13819.7998,14445.5,13641.7002,13767.2998,12750799872
16-01-2018,11490.5,13843.0996,10194.9004,13836.0996,18853799936
17-01-2018,11188.5996,11678,9402.29,11431.0996,18830600192
18-01-2018,11474.9004,12107.2998,10942.5,11198.7998,15020399616
19-01-2018,11607.4004,11992.7998,11172.0996,11429.7998,10740400128
20-01-2018,12899.2002,13103,11656.2002,11656.2002,11801700352
21-01-2018,11600.0996,12895.9004,11288.2002,12889.2002,9935179776
22-01-2018,10931.4004,11966.4004,10240.2002,11633.0996,10537400320
23-01-2018,10868.4004,11377.5996,10129.7002,10944.5,9660609536
24-01-2018,11359.4004,11501.4004,10639.7998,10903.4004,9940989952
25-01-2018,11259.4004,11785.7002,11057.4004,11421.7002,8873169920
26-01-2018,11171.4004,11656.7002,10470.2998,11256,9746199552
27-01-2018,11440.7002,11614.9004,10989.2002,11174.9004,7583269888
28-01-2018,11786.2998,12040.2998,11475.2998,11475.2998,8350360064
29-01-2018,11296.4004,11875.5996,11179.2002,11755.5,7107359744
30-01-2018,10106.2998,11307.2002,10036.2002,11306.7998,8637859840
31-01-2018,10221.0996,10381.5996,9777.4199,10108.2002,8041160192
01-02-2018,9170.54,10288.7998,8812.2803,10237.2998,9959400448
02-02-2018,8830.75,9142.2803,7796.4902,9142.2803,12726899712
03-02-2018,9174.9102,9430.75,8251.6299,8852.1201,7263790080
04-02-2018,8277.0098,9334.8701,8031.2202,9175.7002,7073549824
05-02-2018,6955.27,8364.8398,6756.6802,8270.54,9285289984
06-02-2018,7754,7850.7002,6048.2598,7051.75,13999800320
07-02-2018,7621.2998,8509.1104,7236.79,7755.4902,9169280000
08-02-2018,8265.5898,8558.7695,7637.8599,7637.8599,9346750464
09-02-2018,8736.9805,8736.9805,7884.71,8271.8398,6784820224
10-02-2018,8621.9004,9122.5498,8295.4697,8720.0801,7780960256
11-02-2018,8129.9702,8616.1299,7931.1001,8616.1299,6122189824
12-02-2018,8926.5703,8985.9199,8141.4302,8141.4302,6256439808
13-02-2018,8598.3096,8958.4697,8455.4102,8926.7197,5696719872
14-02-2018,9494.6299,9518.54,8599.9199,8599.9199,7909819904
15-02-2018,10166.4004,10234.7998,9395.5801,9488.3203,9062540288
16-02-2018,10233.9004,10324.0996,9824.8203,10135.7002,7296159744
17-02-2018,11112.7002,11139.5,10149.4004,10207.5,8660880384
18-02-2018,10551.7998,11349.7998,10326,11123.4004,8744009728
19-02-2018,11225.2998,11273.7998,10513.2002,10552.5996,7652089856
20-02-2018,11403.7002,11958.5,11231.7998,11231.7998,9926540288
21-02-2018,10690.4004,11418.5,10479.0996,11372.2002,9405339648
22-02-2018,10005,11039.0996,9939.0898,10660.4004,8040079872
23-02-2018,10301.0996,10487.2998,9734.5596,9937.0703,7739500032
24-02-2018,9813.0703,10597.2002,9546.9697,10287.7002,6917929984
25-02-2018,9664.7305,9923.2197,9407.0596,9796.4199,5706939904
26-02-2018,10366.7002,10475,9501.7305,9669.4297,7287690240
27-02-2018,10725.5996,10878.5,10246.0996,10393.9004,6966179840
28-02-2018,10397.9004,11089.7998,10393.0996,10687.2002,6936189952
01-03-2018,10951,11052.2998,10352.7002,10385,7317279744
02-03-2018,11086.4004,11189,10850.0996,10977.4004,7620590080
03-03-2018,11489.7002,11528.2002,11002.4004,11101.9004,6690570240
04-03-2018,11512.5996,11512.5996,11136.0996,11497.4004,6084149760
05-03-2018,11573.2998,11704.0996,11443.9004,11532.4004,6468539904
06-03-2018,10779.9004,11500.0996,10694.2998,11500.0996,6832169984
07-03-2018,9965.5703,10929.5,9692.1201,10803.9004,8797910016
08-03-2018,9395.0098,10147.4004,9335.8701,9951.4404,7186089984
09-03-2018,9337.5498,9466.3496,8513.0303,9414.6904,8704190464
10-03-2018,8866,9531.3203,8828.4697,9350.5898,5386319872
11-03-2018,9578.6299,9711.8896,8607.1201,8852.7803,6296370176
12-03-2018,9205.1201,9937.5,8956.4297,9602.9297,6457399808
13-03-2018,9194.8496,9470.3799,8958.1904,9173.04,5991139840
14-03-2018,8269.8096,9355.8496,8068.5898,9214.6504,6438230016
15-03-2018,8300.8604,8428.3496,7783.0498,8290.7598,6834429952
16-03-2018,8338.3496,8585.1504,8005.3101,8322.9102,5289379840
17-03-2018,7916.8799,8346.5303,7812.8198,8321.9102,4426149888
18-03-2018,8223.6797,8245.5098,7397.9902,7890.52,6639190016
19-03-2018,8630.6504,8675.8701,8182.3999,8344.1201,6729110016
20-03-2018,8913.4697,9051.0195,8389.8896,8619.6699,6361789952
21-03-2018,8929.2803,9177.3701,8846.3301,8937.4805,6043129856
22-03-2018,8728.4697,9100.71,8564.9004,8939.4404,5530390016
23-03-2018,8879.6201,8879.6201,8360.6201,8736.25,5954120192
24-03-2018,8668.1201,8996.1797,8665.7002,8901.9502,5664600064
25-03-2018,8495.7803,8682.0098,8449.0996,8612.8096,4569880064
26-03-2018,8209.4004,8530.0801,7921.4302,8498.4697,5921039872
27-03-2018,7833.04,8232.7803,7797.2798,8200,5378250240
28-03-2018,7954.48,8122.8901,7809.1699,7836.8301,4935289856
29-03-2018,7165.7002,7994.3301,7081.3799,7979.0698,6361229824
30-03-2018,6890.52,7276.6602,6683.9302,7171.4502,6289509888
31-03-2018,6973.5298,7207.8501,6863.52,6892.48,4553269760
01-04-2018,6844.23,7060.9502,6526.8701,7003.0601,4532100096
02-04-2018,7083.7998,7135.4702,6816.5801,6844.8599,4333440000
03-04-2018,7456.1099,7530.9399,7072.4902,7102.2598,5499700224
04-04-2018,6853.8398,7469.8799,6803.8799,7456.4102,4936000000
05-04-2018,6811.4702,6933.8198,6644.7998,6848.6499,5639320064
06-04-2018,6636.3198,6857.4902,6575,6815.96,3766810112
07-04-2018,6911.0898,7050.54,6630.5098,6630.5098,3976610048
08-04-2018,7023.52,7111.5601,6919.98,6919.98,3652499968
09-04-2018,6770.73,7178.1099,6661.9902,7044.3198,4894060032
10-04-2018,6834.7598,6872.4102,6704.1499,6795.4399,4272750080
11-04-2018,6968.3198,6968.3198,6817.5898,6843.4702,4641889792
12-04-2018,7889.25,7899.23,6806.5098,6955.3799,8906250240
13-04-2018,7895.96,8183.96,7758.9302,7901.0898,7764460032
14-04-2018,7986.2402,8140.71,7846,7874.6699,5191430144
15-04-2018,8329.1104,8338.4199,7999.3301,7999.3301,5244480000
16-04-2018,8058.6699,8371.1504,7925.73,8337.5703,5631309824
17-04-2018,7902.0898,8285.96,7881.7202,8071.6602,6900879872
18-04-2018,8163.4199,8197.7998,7886.0098,7944.4302,6529909760
19-04-2018,8294.3096,8298.6904,8138.7798,8159.27,7063209984
20-04-2018,8845.8301,8880.2305,8244.54,8286.8799,8438110208
21-04-2018,8895.5801,8997.5703,8652.1504,8848.79,7548550144
22-04-2018,8802.46,9001.6396,8779.6104,8925.0596,6629899776
23-04-2018,8930.8799,8958.5498,8788.8096,8794.3896,6925190144
24-04-2018,9697.5,9732.6104,8927.8301,8934.3398,10678800384
25-04-2018,8845.7402,9745.3203,8799.8398,9701.0303,11083100160
26-04-2018,9281.5098,9281.5098,8727.0898,8867.3203,8970559488
27-04-2018,8987.0498,9375.4697,8987.0498,9290.6299,7566289920
28-04-2018,9348.4805,9412.0898,8931.9902,8939.2695,7805479936
29-04-2018,9419.0801,9531.4902,9193.71,9346.4102,8853000192
30-04-2018,9240.5498,9477.1396,9166.8096,9426.1104,8673920000
01-05-2018,9119.0098,9255.8799,8891.0498,9251.4697,7713019904
02-05-2018,9235.9199,9256.5195,9015.1396,9104.5996,7558159872
03-05-2018,9743.8604,9798.3301,9188.1504,9233.9697,10207299584
04-05-2018,9700.7598,9779.2002,9585.96,9695.5,8217829888
05-05-2018,9858.1504,9964.5,9695.1201,9700.2803,7651939840
06-05-2018,9654.7998,9940.1396,9465.25,9845.3096,7222280192
07-05-2018,9373.0098,9665.8496,9231.5303,9645.6699,7394019840
08-05-2018,9234.8203,9462.75,9127.7695,9380.8701,7415869952
09-05-2018,9325.1797,9374.7598,9031.6201,9223.7305,7226890240
10-05-2018,9043.9404,9396.04,9040.5195,9325.96,6906699776
11-05-2018,8441.4902,9052.96,8394.46,9052.96,8488520192
12-05-2018,8504.8896,8664.8604,8223.5,8441.4404,6821380096
13-05-2018,8723.9404,8773.5498,8395.1201,8515.4902,5866379776
14-05-2018,8716.79,8881.1201,8367.9697,8713.0996,7364149760
15-05-2018,8510.3799,8836.1904,8456.4502,8705.1904,6705710080
16-05-2018,8368.8301,8508.4297,8175.4902,8504.4102,6760220160
17-05-2018,8094.3198,8445.54,8054.1201,8370.0498,5862530048
18-05-2018,8250.9697,8274.1201,7974.8198,8091.8301,5764190208
19-05-2018,8247.1797,8372.0596,8183.3501,8255.7305,4712399872
20-05-2018,8513.25,8562.4102,8205.2402,8246.9902,5191059968
21-05-2018,8418.9902,8557.5195,8365.1201,8522.3301,5154990080
22-05-2018,8041.7798,8423.25,8004.5801,8419.8701,5137010176
23-05-2018,7557.8198,8054.6602,7507.8799,8037.0801,6491120128
24-05-2018,7587.3398,7738.6001,7331.1401,7561.1201,6049220096
25-05-2018,7480.1401,7659.1401,7392.6499,7592.2998,4867829760
26-05-2018,7355.8799,7595.1602,7349.1201,7486.48,4051539968
27-05-2018,7368.2202,7381.7402,7270.96,7362.0801,4056519936
28-05-2018,7135.9902,7419.0498,7100.8901,7371.3101,5040600064
29-05-2018,7472.5898,7526.4199,7090.6802,7129.46,5662660096
30-05-2018,7406.52,7573.77,7313.6001,7469.73,4922540032
31-05-2018,7494.1699,7608.8999,7361.1299,7406.1499,5127130112
01-06-2018,7541.4502,7604.73,7407.3398,7500.7002,4921460224
02-06-2018,7643.4502,7695.8301,7497.2598,7536.7202,4939299840
03-06-2018,7720.25,7754.8901,7613.04,7632.0898,4851760128
04-06-2018,7514.4702,7753.8198,7474.04,7722.5298,4993169920
05-06-2018,7633.7598,7643.23,7397,7500.8999,4961739776
06-06-2018,7653.98,7680.4302,7502.0098,7625.9702,4692259840
07-06-2018,7678.2402,7741.27,7650.8198,7650.8198,4485799936
08-06-2018,7624.9199,7698.1899,7558.3999,7685.1401,4227579904
09-06-2018,7531.98,7683.5801,7531.98,7632.52,3845220096
10-06-2018,6786.02,7499.5498,6709.0698,7499.5498,5804839936
11-06-2018,6906.9199,6910.1802,6706.6299,6799.29,4745269760
12-06-2018,6582.3599,6907.96,6542.0801,6905.8198,4654380032
13-06-2018,6349.8999,6631.6602,6285.6299,6596.8799,5052349952
14-06-2018,6675.3501,6707.1401,6334.46,6342.75,5138710016
15-06-2018,6456.5801,6681.0801,6433.8701,6674.0801,3955389952
16-06-2018,6550.1602,6592.4902,6402.29,6455.4502,3194170112
17-06-2018,6499.27,6589.1099,6499.27,6545.5298,3104019968
18-06-2018,6734.8198,6781.1401,6446.6802,6510.0698,4039200000
19-06-2018,6769.9399,6822.5,6709.9199,6742.3901,4057029888
20-06-2018,6776.5498,6821.5601,6611.8799,6770.7598,3888640000
21-06-2018,6729.7402,6810.9399,6715.1699,6780.0898,3529129984
22-06-2018,6083.6899,6747.0801,6006.6001,6737.8799,5079810048
23-06-2018,6162.48,6224.8198,6071.8101,6090.1001,3431360000
24-06-2018,6173.23,6223.7798,5826.4102,6164.2798,4566909952
25-06-2018,6249.1802,6327.3701,6119.6802,6171.9702,5500810240
26-06-2018,6093.6699,6290.1602,6093.6699,6253.5498,3279759872
27-06-2018,6157.1299,6180,6052.8501,6084.3999,3296219904
28-06-2018,5903.4399,6170.4102,5873.0498,6153.1602,3467800064
29-06-2018,6218.2998,6261.6602,5835.75,5898.1299,3966230016
30-06-2018,6404,6465.5098,6214.2202,6214.2202,4543860224
01-07-2018,6385.8198,6432.8501,6289.29,6411.6802,4788259840
02-07-2018,6614.1802,6683.8599,6305.7002,6380.3799,4396930048
03-07-2018,6529.5898,6671.3701,6447.75,6596.6602,4672309760
04-07-2018,6597.5498,6771.9199,6450.46,6550.8701,4176689920
05-07-2018,6639.1401,6749.54,6546.6499,6599.71,4999240192
06-07-2018,6673.5,6700.9399,6533.5498,6638.6899,4313959936
07-07-2018,6856.9302,6863.9902,6579.2402,6668.71,3961080064
08-07-2018,6773.8799,6885.9102,6747.98,6857.7998,3386210048
09-07-2018,6741.75,6838.6802,6724.3398,6775.0801,3718129920
10-07-2018,6329.9502,6767.7402,6320.7202,6739.21,4052430080
11-07-2018,6394.71,6444.96,6330.4702,6330.77,3644859904
12-07-2018,6228.8101,6397.1001,6136.4199,6396.7798,3770170112
13-07-2018,6238.0498,6310.5498,6192.2402,6235.0298,3805400064
14-07-2018,6276.1201,6298.1899,6212.2202,6247.5,2923670016
15-07-2018,6359.6401,6403.46,6256.5098,6272.7002,3285459968
16-07-2018,6741.75,6741.75,6357.0098,6357.0098,4725799936
17-07-2018,7321.04,7387.2402,6684.1699,6739.6499,5961950208
18-07-2018,7370.7798,7534.9902,7280.4702,7315.3198,6103410176
19-07-2018,7466.8599,7494.46,7295.46,7378.2002,5111629824
